line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
9625102,T10313,P1151,PR128,2,496.7
672074,T10314,P1106,PR123,1,263.51
564060,T10315,P1187,PR146,5,2116.05
6615595,T10315,P1108,PR114,5,559.15
7590707,T10316,P1178,PR118,1,453.15
1394045,T10316,P1126,PR107,2,699.02
6821920,T10317,P1192,PR133,1,349.88
6013050,T10317,P1055,PR101,2,25.3
1522189,T10317,P1075,PR126,2,878.6
2714602,T10318,P1122,PR109,3,131.52
9792192,T10319,P1117,PR134,5,1302.85
7780613,T10319,P1006,PR122,4,711.44
6800819,T10319,P1197,PR148,2,289.22
22879,T10320,P1094,PR107,4,206.08
5585239,T10321,P1018,PR127,4,1333.72
4975955,T10321,P1135,PR122,1,477.66
9100551,T10321,P1109,PR103,3,939.99
5632023,T10322,P1053,PR113,1,457.86
8635846,T10322,P1188,PR141,1,16.52
865077,T10322,P1172,PR128,3,970.29
7807326,T10323,P1098,PR100,3,820.83
6147726,T10324,P1010,PR103,3,1173.12
1124173,T10324,P1044,PR131,5,1244.0
2322065,T10324,P1143,PR132,2,24.24
1905182,T10325,P1061,PR148,5,753.75
9732789,T10325,P1166,PR125,4,1292.0
5376491,T10326,P1053,PR116,2,915.72
8448436,T10326,P1090,PR138,3,1196.76
4649728,T10326,P1174,PR122,4,1100.32
5791941,T10327,P1016,PR131,3,28.65
8836268,T10328,P1124,PR114,5,2407.55
8923877,T10328,P1031,PR112,4,1322.08
7582939,T10329,P1136,PR101,3,1110.78
1101049,T10329,P1158,PR118,3,82.29
1464798,T10329,P1048,PR123,4,68.16
4838091,T10330,P1100,PR144,2,594.92
4629551,T10331,P1027,PR123,2,332.14
8327015,T10332,P1178,PR110,2,906.3
380680,T10333,P1052,PR121,5,2385.95
2215052,T10334,P1106,PR114,5,1317.55
7048612,T10334,P1121,PR109,3,666.87
4890841,T10335,P1188,PR140,1,16.52
369714,T10335,P1048,PR126,1,17.04
6907042,T10336,P1133,PR108,3,995.4
8156217,T10337,P1087,PR127,3,1200.48
9201779,T10337,P1151,PR100,5,1241.75
5101656,T10337,P1113,PR116,4,1090.44
2881271,T10338,P1033,PR130,3,154.11
8124252,T10338,P1066,PR143,2,561.24
793881,T10338,P1095,PR109,3,873.75
7649178,T10339,P1090,PR136,3,1196.76
8981124,T10340,P1158,PR128,2,54.86
2575048,T10341,P1046,PR117,2,725.22
1961548,T10341,P1041,PR146,2,796.86
2121874,T10342,P1081,PR137,5,2028.15
3095340,T10343,P1066,PR138,3,841.86
581987,T10343,P1052,PR148,5,2385.95
2482093,T10344,P1081,PR105,3,1216.89
9057459,T10344,P1095,PR139,4,1165.0
5059334,T10344,P1041,PR111,5,1992.15
8378826,T10345,P1006,PR113,4,711.44
2618140,T10346,P1117,PR143,3,781.71
8512911,T10347,P1189,PR109,5,2040.8
7950902,T10348,P1165,PR119,3,119.79
2467652,T10348,P1074,PR114,5,1307.85
5682182,T10349,P1186,PR130,4,651.56
8035972,T10349,P1176,PR106,1,196.12
9243575,T10349,P1010,PR140,2,782.08
6738232,T10350,P1078,PR109,1,352.73
5996069,T10351,P1056,PR109,4,1858.08
923312,T10351,P1023,PR147,3,983.16
9788356,T10351,P1155,PR138,2,404.52
3283565,T10352,P1056,PR127,3,1393.56
9033060,T10352,P1005,PR129,1,172.82
8586370,T10352,P1114,PR136,1,320.53
5331092,T10353,P1049,PR102,4,1298.04
8582483,T10353,P1154,PR149,5,1098.8
6669917,T10354,P1170,PR142,3,869.58
6201362,T10355,P1183,PR114,4,207.0
4775641,T10356,P1095,PR120,1,291.25
5168815,T10356,P1088,PR136,3,980.19
3618765,T10357,P1143,PR111,1,12.12
6972775,T10357,P1186,PR103,4,651.56
7110725,T10358,P1073,PR146,2,148.68
2341558,T10358,P1186,PR108,4,651.56
2409868,T10359,P1153,PR138,1,90.73
7962687,T10359,P1053,PR141,3,1373.58
1109239,T10359,P1134,PR127,3,430.71
1483916,T10360,P1193,PR122,4,1265.32
4585698,T10360,P1001,PR144,4,204.36
9325009,T10360,P1106,PR139,2,527.02
2297255,T10361,P1181,PR143,5,274.45
6405030,T10361,P1051,PR121,2,941.06
708551,T10362,P1141,PR123,4,724.84
5098838,T10362,P1077,,5,1750.1
3766825,T10363,P1143,PR125,4,48.48
2584094,T10363,P1006,PR129,1,177.86
2083344,T10364,P1076,PR132,4,1486.72
6998730,T10364,P1167,PR115,3,54.36
477188,T10365,P1125,PR121,2,837.62
8272011,T10366,P1195,PR148,3,1106.58
9748666,T10367,P1153,PR149,3,272.19
4327038,T10368,P1144,PR142,4,249.84
2006282,T10368,P1160,PR117,4,1259.2
294358,T10369,P1131,PR106,5,1384.35
9758544,T10369,P1066,PR149,2,561.24
7735035,T10370,P1037,PR125,3,1459.92
2739868,T10371,P1034,PR107,3,561.06
6059318,T10371,P1013,PR105,3,255.03
817301,T10371,P1107,PR129,3,1158.45
1288938,T10372,P1074,PR138,5,1307.85
3074383,T10372,P1131,PR122,2,553.74
9121980,T10373,P1153,PR131,2,181.46
4554326,T10374,P1080,PR121,3,450.99
1607818,T10374,P1175,PR141,3,1413.09
2411180,T10375,P1148,PR142,3,1059.93
8693463,T10375,P1003,PR144,2,901.42
8135256,T10375,P1072,PR108,3,1485.24
1718287,T10376,P1087,PR130,2,800.32
8445364,T10376,P1055,PR106,2,25.3
8818991,T10377,P1048,PR108,5,85.2
1912045,T10378,P1182,PR112,5,70.1
1281785,T10378,P1106,PR102,4,1054.04
291578,T10378,P1029,PR134,2,653.14
6082892,T10379,P1089,PR132,3,1057.41
8776516,T10379,P1035,PR120,4,545.12
482505,T10380,P1044,PR130,3,746.4
3730546,T10380,P1190,PR133,1,144.52
3801289,T10381,P1177,PR131,2,961.58
2184700,T10382,P1032,PR134,2,572.62
1874388,T10382,P1020,PR114,4,338.4
7235133,T10383,P1004,PR131,4,1273.56
550171,T10384,P1050,PR105,1,92.67
994306,T10385,P1131,PR144,5,1384.35
4244845,T10385,P1120,PR120,1,139.06
5060777,T10385,P1011,PR132,1,322.81
2076912,T10386,P1002,PR131,1,449.12
9858344,T10386,P1154,PR118,2,439.52
5897757,T10386,P1051,PR132,2,941.06
4653592,T10387,P1023,PR127,2,655.44
2693706,T10388,P1089,PR130,3,1057.41
4057109,T10388,P1128,PR120,5,453.9
1146506,T10388,P1129,PR133,5,412.2
8872442,T10389,P1148,PR114,1,353.31
4728773,T10390,P1183,PR113,2,103.5
72628,T10391,P1193,PR118,5,1581.65
8458993,T10392,P1025,PR142,2,715.06
6148230,T10392,P1181,PR114,4,219.56
3105896,T10392,P1178,PR105,5,2265.75
3034135,T10393,P1172,PR108,1,323.43
7115081,T10393,P1090,PR136,4,1595.68
6838024,T10394,P1131,PR119,2,553.74
2073923,T10395,P1194,PR133,3,1318.05
2280232,T10396,P1028,PR137,5,1872.55
4836390,T10396,P1126,PR125,3,1048.53
1379892,T10397,P1184,PR117,1,343.09
1941504,T10397,P1083,PR127,4,1736.8
7666278,T10397,P1098,,3,820.83
7448344,T10398,P1188,PR108,3,49.56
6833062,T10398,P1057,PR131,5,1084.75
3167287,T10398,P1074,PR105,4,1046.28
3008110,T10399,P1121,PR113,3,666.87
1764492,T10400,P1172,PR127,4,1293.72
1426163,T10401,P1112,PR123,5,1340.1
6623838,T10401,P1030,PR112,2,850.74
1706615,T10402,P1177,PR142,5,2403.95
1085661,T10402,P1189,PR111,2,816.32
3359864,T10403,P1050,,3,278.01
2059608,T10403,P1152,PR118,4,957.48
4672763,T10404,P1108,PR120,4,447.32
9959794,T10405,P1196,PR126,5,2013.6
5974322,T10405,P1069,PR118,4,1148.72
6785438,T10405,P1121,PR123,5,1111.45
2472528,T10406,P1130,PR125,3,386.61
1812555,T10406,P1196,PR144,4,1610.88
8342870,T10407,P1064,PR127,4,647.52
498678,T10408,P1160,PR145,2,629.6
1144688,T10409,P1188,PR117,1,16.52
3004728,T10410,P1173,PR143,1,231.84
5485410,T10410,P1097,PR135,5,1177.35
1616211,T10411,P1077,PR141,5,1750.1
8257537,T10412,P1169,PR128,5,2352.05
8353360,T10413,P1051,PR116,3,1411.59
4390015,T10413,P1125,PR103,5,2094.05
9170763,T10414,P1087,PR143,5,2000.8
7221022,T10414,P1004,PR144,1,318.39
7551686,T10414,P1030,PR128,4,1701.48
7711753,T10415,P1096,PR103,4,91.16
2967373,T10415,P1009,PR109,1,444.11
2753884,T10416,P1168,PR124,3,884.88
2256339,T10416,P1125,PR130,4,1675.24
8178137,T10416,P1079,PR102,4,731.8
9290953,T10417,P1145,PR146,4,111.08
7882245,T10418,P1138,PR101,5,1539.0
2622463,T10418,P1121,PR124,5,1111.45
6566348,T10418,P1129,PR148,1,82.44
6338394,T10419,P1126,PR105,5,1747.55
4772071,T10419,P1157,PR125,3,958.11
9906333,T10420,P1015,PR107,1,305.18
6147342,T10420,P1011,PR134,2,645.62
451305,T10421,P1189,PR126,5,2040.8
6384962,T10421,P1195,PR124,3,1106.58
5995608,T10422,P1109,PR117,3,939.99
4097481,T10423,P1089,PR100,1,352.47
5236162,T10423,P1063,PR147,2,852.62
5115583,T10424,P1021,PR138,1,276.62
2848424,T10424,P1029,PR102,3,979.71
5471333,T10424,P1005,PR103,5,864.1
9530288,T10425,P1117,PR140,4,1042.28
342294,T10426,P1107,PR136,3,1158.45
9864823,T10426,P1178,,4,1812.6
6337386,T10426,P1005,PR114,3,518.46
9605605,T10427,P1099,PR107,3,440.52
1678673,T10427,P1025,PR137,4,1430.12
5636599,T10427,P1176,PR149,2,392.24
2795541,T10428,P1128,PR118,3,272.34
6095739,T10428,P1157,PR146,3,958.11
1263680,T10429,P1051,PR125,4,1882.12
4821027,T10429,P1137,PR138,2,558.82
9622081,T10430,P1012,PR109,3,139.95
1542797,T10430,P1102,PR137,2,46.98
9929842,T10431,P1148,PR113,1,353.31
1128600,T10431,P1086,PR148,3,759.75
7973681,T10431,P1145,PR140,5,138.85
1286169,T10432,P1053,PR118,3,1373.58
8466447,T10432,P1166,PR129,3,969.0
5257191,T10433,P1110,PR104,5,236.25
6749491,T10433,P1051,PR130,4,1882.12
7603915,T10434,P1159,PR106,5,952.15
3029980,T10434,P1171,PR118,5,985.7
3129605,T10435,P1160,PR130,5,1574.0
7839915,T10436,P1127,PR138,2,414.86
7276690,T10436,P1068,PR123,5,1747.65
8762230,T10436,P1144,PR133,1,62.46
2478728,T10437,P1093,PR122,4,763.64
7304612,T10438,P1038,PR147,3,598.74
3415138,T10439,P1081,PR144,1,405.63
4815810,T10439,P1105,PR139,3,203.67
3961602,T10440,P1041,PR105,3,1195.29
1905197,T10440,P1103,PR137,2,824.38
464799,T10440,P1038,PR140,2,399.16
8143365,T10441,P1079,PR135,4,731.8
620820,T10442,P1111,PR126,4,122.32
4575348,T10442,P1051,PR110,2,941.06
4335180,T10442,P1034,PR104,1,187.02
2952543,T10443,P1168,PR116,5,1474.8
8151076,T10443,P1164,PR106,1,85.65
5266449,T10444,P1014,PR126,1,449.78
6828442,T10445,P1076,PR146,1,371.68
6658794,T10445,P1093,PR114,1,190.91
3960114,T10445,P1185,PR145,2,80.48
2024048,T10446,P1146,PR112,5,125.8
8812403,T10447,P1170,PR110,5,1449.3
1514124,T10447,P1064,PR144,4,647.52
2051465,T10447,P1060,PR125,5,2136.2
6542287,T10448,P1084,PR121,5,2285.25
7094565,T10448,P1191,PR127,2,126.98
2938601,T10449,P1036,PR123,1,125.77
6851405,T10450,P1070,PR128,4,212.4
8226852,T10451,P1150,PR108,1,53.43
1895177,T10451,P1136,PR141,3,1110.78
7966731,T10452,P1139,PR103,4,850.8
4659600,T10452,P1174,PR148,2,550.16
6169642,T10453,P1092,PR145,4,689.24
584006,T10454,P1005,PR117,5,864.1
4021094,T10454,P1189,PR142,1,408.16
5188665,T10455,P1141,PR115,4,724.84
2047723,T10455,P1163,PR132,3,993.15
6517463,T10456,P1060,PR128,4,1708.96
4287144,T10456,P1002,PR138,4,1796.48
3950371,T10456,P1077,PR109,1,350.02
7362612,T10457,P1053,PR108,2,915.72
6816396,T10457,P1161,PR130,3,762.15
8249221,T10458,P1070,PR127,1,53.1
5582153,T10459,P1188,PR102,4,66.08
1684359,T10459,P1183,PR113,4,207.0
8494884,T10460,P1178,PR124,3,1359.45
9189347,T10461,P1090,PR114,4,1595.68
458872,T10462,P1083,PR101,4,1736.8
3082640,T10462,P1195,PR123,1,368.86
2283249,T10462,P1161,PR113,4,1016.2
5126238,T10463,P1102,PR147,2,46.98
1859389,T10464,P1147,PR106,1,428.45
8663183,T10464,P1040,PR135,2,634.82
9965937,T10465,P1196,PR149,2,805.44
5358629,T10465,P1175,PR123,4,1884.12
2239923,T10465,P1115,PR126,4,1457.68
5495888,T10466,P1044,PR136,5,1244.0
1415980,T10466,P1072,PR137,2,990.16
6601737,T10467,P1094,PR129,2,103.04
3766270,T10467,P1096,PR126,5,113.95
3837071,T10468,P1005,PR138,5,864.1
4391993,T10469,P1118,PR114,2,329.72
6728250,T10470,P1043,PR125,1,290.57
4364724,T10470,P1158,PR100,4,109.72
6172676,T10470,P1038,PR103,1,199.58
236809,T10471,P1145,PR128,1,27.77
7611955,T10472,P1134,PR100,4,574.28
1988308,T10472,P1172,PR142,4,1293.72
3196801,T10472,P1057,PR149,2,433.9
6410130,T10473,P1073,PR145,4,297.36
3466273,T10473,P1033,PR121,4,205.48
3176987,T10474,P1055,PR110,3,37.95
6853898,T10474,P1107,PR109,2,772.3
4868630,T10474,P1037,PR116,1,486.64
7566134,T10475,P1060,PR135,5,2136.2
9779491,T10475,P1063,PR146,3,1278.93
1438457,T10476,P1165,PR125,4,159.72
2234808,T10476,P1002,PR147,4,1796.48
3560422,T10476,P1082,PR120,4,1624.04
4298753,T10477,P1098,PR112,4,1094.44
9344909,T10477,P1018,PR108,1,333.43
5584507,T10477,P1015,PR110,1,305.18
763563,T10478,P1120,PR110,3,417.18
6391074,T10479,P1064,PR105,5,809.4
2218590,T10480,P1101,PR100,3,60.3
9738955,T10480,P1143,PR105,1,12.12
8451468,T10481,P1066,PR112,2,561.24
2213243,T10482,P1086,PR121,4,1013.0
8899035,T10482,P1022,PR130,3,1042.47
1960285,T10483,P1036,PR121,3,377.31
2145328,T10483,P1080,PR136,1,150.33
7215647,T10484,P1071,PR146,3,928.29
4425124,T10484,P1072,PR126,3,1485.24
2767970,T10485,P1080,PR149,4,601.32
2537802,T10485,P1080,PR113,4,601.32
892921,T10485,P1142,PR146,4,1520.52
3856421,T10486,P1038,PR104,1,199.58
4365834,T10487,P1009,PR135,4,1776.44
7322079,T10488,P1180,PR131,4,157.32
7407472,T10489,P1126,PR133,1,349.51
8140298,T10490,P1181,PR106,5,274.45
1887284,T10490,P1117,PR141,4,1042.28
5865387,T10491,P1037,PR147,1,486.64
4766684,T10491,P1023,PR109,2,655.44
8535204,T10491,P1046,PR149,2,725.22
3563417,T10492,P1144,PR116,5,312.3
8825075,T10492,P1149,PR129,1,239.72
1289086,T10493,P1046,PR120,4,1450.44
1582180,T10493,P1063,PR112,4,1705.24
4769448,T10493,P1084,PR100,1,457.05
6613072,T10494,P1174,PR100,1,275.08
1779558,T10494,P1095,PR146,5,1456.25
484434,T10494,P1082,PR132,2,812.02
7617788,T10495,P1117,PR137,4,1042.28
97398,T10496,P1068,PR124,5,1747.65
7601791,T10496,P1084,PR125,1,457.05
2169633,T10496,P1083,PR112,5,2171.0
5421908,T10497,P1012,PR127,3,139.95
9179759,T10498,P1190,PR132,1,144.52
6691736,T10499,P1097,PR136,1,235.47
4027877,T10499,P1065,PR140,2,177.8
1496332,T10499,P1197,PR129,4,578.44
6517998,T10500,P1053,PR148,2,915.72
2023366,T10501,P1072,PR147,2,990.16
7253771,T10501,P1076,PR107,4,1486.72
2202625,T10502,P1079,PR148,5,914.75
6164903,T10502,P1091,PR146,1,445.55
8214512,T10502,P1131,PR100,2,553.74
4504337,T10503,P1099,PR111,4,587.36
7097947,T10503,P1144,PR104,5,312.3
6177976,T10504,P1193,PR123,4,1265.32
7147381,T10505,P1047,PR105,4,575.92
8612441,T10505,P1023,PR124,1,327.72
3761959,T10505,P1087,PR100,4,1600.64
8310129,T10506,P1175,PR124,2,942.06
1408785,T10506,P1134,PR100,5,717.85
7337609,T10506,P1074,PR131,4,1046.28
2493204,T10507,P1122,PR141,3,131.52
4171714,T10508,P1175,PR141,3,1413.09
9538447,T10509,P1109,PR102,3,939.99
1284003,T10509,P1012,PR148,5,233.25
1805769,T10509,P1011,PR118,5,1614.05
1585185,T10510,P1108,PR142,4,447.32
4251017,T10510,P1118,PR128,5,824.3
9824199,T10510,P1090,PR149,3,1196.76
272944,T10511,P1196,PR101,5,2013.6
3012386,T10512,P1189,PR108,4,1632.64
1397384,T10513,P1100,PR116,1,297.46
5267146,T10514,P1180,PR145,3,117.99
7548874,T10514,P1150,PR135,4,213.72
3140557,T10515,P1067,PR116,3,1405.2
1312323,T10515,P1054,PR148,2,376.46
4350629,T10515,P1191,PR111,5,317.45
8965342,T10516,P1027,PR119,4,664.28
6625891,T10516,P1004,PR149,1,318.39
2881242,T10516,P1029,PR102,1,326.57
6796310,T10517,P1122,PR142,4,175.36
8165849,T10517,P1168,PR149,5,1474.8
6052025,T10517,P1077,PR103,5,1750.1
5077737,T10518,P1172,PR116,4,1293.72
2266836,T10518,P1022,PR149,2,694.98
1877581,T10518,P1003,PR136,2,901.42
449887,T10519,P1178,PR145,2,906.3
4056399,T10520,P1123,PR141,2,35.1
3203014,T10521,P1160,PR114,5,1574.0
7774991,T10521,P1022,PR132,3,1042.47
366026,T10522,P1121,PR115,4,889.16
7470323,T10523,P1042,PR110,2,507.62
7541632,T10524,P1120,PR119,1,139.06
3377899,T10524,P1149,PR137,2,479.44
854333,T10525,P1145,PR123,4,111.08
1722409,T10525,P1085,PR115,1,258.11
6974053,T10526,P1182,PR129,4,56.08
9996529,T10526,P1126,PR133,5,1747.55
4878388,T10526,P1187,PR100,5,2116.05
8155421,T10527,P1124,PR123,4,1926.04
8185629,T10528,P1151,PR123,5,1241.75
8863552,T10528,P1059,PR108,1,481.99
9670444,T10528,P1004,PR121,4,1273.56
4493759,T10529,P1141,PR111,1,181.21
7941294,T10529,P1165,PR116,4,159.72
5817737,T10530,P1126,PR124,5,1747.55
349083,T10531,P1178,PR127,4,1812.6
3224603,T10531,P1041,PR114,3,1195.29
3894045,T10532,P1088,PR129,4,1306.92
9859278,T10532,P1129,,2,164.88
7859577,T10533,P1086,PR126,5,1266.25
6549343,T10533,P1033,PR121,3,154.11
7924296,T10533,P1106,PR109,3,790.53
4738846,T10534,P1159,PR130,2,380.86
8101546,T10535,P1191,PR126,1,63.49
3346790,T10535,P1033,PR111,2,102.74
8257507,T10535,P1040,PR145,5,1587.05
5094434,T10536,P1106,PR130,4,1054.04
789357,T10537,P1053,PR131,5,2289.3
5990203,T10538,P1091,PR131,3,1336.65
8446975,T10539,P1040,PR140,2,634.82
5666249,T10539,P1008,PR144,1,449.07
3803232,T10539,P1110,PR134,1,47.25
8159856,T10540,P1143,PR145,2,24.24
783100,T10541,P1087,PR120,3,1200.48
4487759,T10541,P1197,PR109,5,723.05
1747214,T10542,P1176,PR115,5,980.6
7669464,T10543,P1012,PR106,4,186.6
1776571,T10543,P1193,PR103,1,316.33
1709063,T10543,P1156,PR126,5,1549.25
1768505,T10544,P1010,PR124,5,1955.2
3445810,T10544,P1042,PR130,1,253.81
4901011,T10544,P1092,PR110,2,344.62
8361614,T10545,P1113,PR147,5,1363.05
2588653,T10545,P1187,PR119,1,423.21
5613783,T10545,P1165,PR135,3,119.79
7367018,T10546,P1031,PR116,2,661.04
4115721,T10547,P1196,PR144,1,402.72
4811006,T10547,P1121,PR110,3,666.87
4463002,T10548,P1043,PR129,1,290.57
6050593,T10548,P1095,PR134,4,1165.0
2543615,T10548,P1161,PR140,2,508.1
2315161,T10549,P1107,PR137,2,772.3
6867071,T10549,P1109,PR121,4,1253.32
6069567,T10549,P1117,PR142,5,1302.85
166912,T10550,P1113,PR147,2,545.22
1422343,T10551,P1132,,1,358.72
6738584,T10551,P1086,PR126,3,759.75
7282525,T10551,P1197,PR136,2,289.22
2532556,T10552,P1100,PR145,1,297.46
4961433,T10553,P1014,PR148,5,2248.9
9288042,T10553,P1107,PR134,4,1544.6
5774003,T10553,P1077,PR103,3,1050.06
2463933,T10554,P1071,PR115,5,1547.15
3441571,T10555,P1103,PR115,4,1648.76
7417943,T10555,P1139,PR120,5,1063.5
6786480,T10555,P1178,PR125,3,1359.45
620257,T10556,P1077,PR135,1,350.02
2114024,T10557,P1085,PR118,4,1032.44
4763520,T10557,P1133,PR116,5,1659.0
8584426,T10557,P1054,PR144,1,188.23
5716147,T10558,P1079,PR125,5,914.75
392952,T10558,P1193,PR121,2,632.66
9940561,T10558,P1007,PR127,5,1821.75
7092499,T10559,P1061,PR100,3,452.25
1005723,T10559,P1129,PR143,1,82.44
5947076,T10560,P1066,PR135,5,1403.1
2092955,T10560,P1031,PR142,1,330.52
87467,T10561,P1076,PR136,5,1858.4
3961056,T10561,P1116,PR101,3,1464.15
8947099,T10562,P1148,PR116,5,1766.55
5877682,T10562,P1152,PR139,2,478.74
9609415,T10562,P1076,PR137,3,1115.04
8718560,T10563,P1035,PR120,4,545.12
1765415,T10563,P1188,PR108,2,33.04
9770532,T10563,P1083,PR112,5,2171.0
7622051,T10564,P1199,PR110,3,1129.65
6913102,T10565,P1037,PR115,4,1946.56
7128417,T10566,P1023,PR115,1,327.72
7485392,T10567,P1121,PR101,2,444.58
6757086,T10568,P1094,PR141,5,257.6
6623351,T10569,P1143,PR143,5,60.6
8368934,T10569,P1067,PR107,5,2342.0
7383317,T10569,P1162,PR142,4,1715.84
2732049,T10570,P1125,PR141,4,1675.24
2132787,T10570,P1036,PR112,5,628.85
2170724,T10570,P1124,PR116,4,1926.04
1980688,T10571,P1131,PR138,5,1384.35
7640888,T10571,P1177,PR123,2,961.58
2631334,T10571,P1121,PR102,1,222.29
6855504,T10572,P1094,PR129,1,51.52
6200624,T10572,P1028,PR112,1,374.51
675823,T10572,P1146,PR118,3,75.48
6232189,T10573,P1039,PR106,1,446.56
5087860,T10573,P1078,PR108,3,1058.19
469390,T10573,P1075,PR118,4,1757.2
7075908,T10574,P1036,PR144,5,628.85
3616857,T10575,P1078,PR139,3,1058.19
34994,T10576,P1189,PR121,4,1632.64
1133545,T10577,P1140,PR117,3,382.89
9614337,T10578,P1106,PR122,4,1054.04
5667734,T10579,P1144,PR101,4,249.84
2228176,T10579,P1096,PR149,4,91.16
7548563,T10580,P1129,PR149,4,329.76
5456224,T10581,P1114,PR110,2,641.06
6872423,T10581,P1022,PR130,5,1737.45
6633664,T10581,P1099,PR132,2,293.68
7433921,T10582,P1138,PR113,1,307.8
1485286,T10582,P1188,PR115,3,49.56
9596481,T10583,P1181,PR110,1,54.89
9412763,T10584,P1197,PR132,3,433.83
9384384,T10584,P1165,PR106,1,39.93
9090472,T10584,P1021,PR130,2,553.24
9567114,T10585,P1193,PR147,1,316.33
7983199,T10585,P1133,PR145,2,663.6
2018017,T10585,P1128,PR146,1,90.78
318324,T10586,P1136,PR113,2,740.52
4115228,T10586,P1070,PR127,2,106.2
7452934,T10586,P1180,PR142,5,196.65
5375943,T10587,P1136,PR115,5,1851.3
8245550,T10588,P1150,PR118,1,53.43
7331936,T10588,P1005,PR116,3,518.46
8856722,T10589,P1106,PR125,1,263.51
1527148,T10590,P1097,PR105,3,706.41
9089548,T10590,P1029,PR142,1,326.57
3064677,T10591,P1073,PR148,2,148.68
2587506,T10592,P1196,PR108,1,402.72
2838555,T10592,P1078,PR149,4,1410.92
3044358,T10593,P1157,PR116,3,958.11
5000019,T10594,P1182,PR130,1,14.02
2390092,T10595,P1025,PR111,3,1072.59
4327420,T10595,P1105,PR122,3,203.67
3398384,T10596,P1030,PR104,1,425.37
9831937,T10596,P1061,PR142,5,753.75
8462785,T10597,P1126,PR135,5,1747.55
1017236,T10598,P1029,PR135,3,979.71
9279832,T10598,P1081,PR102,4,1622.52
484970,T10599,P1016,PR123,4,38.2
312440,T10599,P1104,PR116,2,366.58
1703046,T10600,P1141,PR138,5,906.05
2106738,T10600,P1063,PR125,5,2131.55
7482341,T10601,P1145,PR103,4,111.08
3413441,T10601,P1021,PR144,5,1383.1
2821732,T10602,P1095,PR111,5,1456.25
9313910,T10603,P1137,PR100,4,1117.64
7795568,T10604,P1010,PR120,1,391.04
2808199,T10604,P1158,PR118,3,82.29
4585263,T10605,P1015,PR120,4,1220.72
5895815,T10606,P1064,PR117,4,647.52
9817342,T10606,P1161,PR142,2,508.1
763108,T10606,P1130,PR102,3,386.61
9446942,T10607,P1189,PR148,5,2040.8
6632116,T10608,P1076,PR143,1,371.68
9336170,T10609,P1031,PR131,2,661.04
3537479,T10609,P1071,PR109,4,1237.72
5340254,T10609,P1156,PR139,5,1549.25
7595350,T10610,P1087,PR114,3,1200.48
5396195,T10610,P1069,PR104,2,574.36
7714153,T10610,P1087,PR103,2,800.32
2243546,T10611,P1084,PR127,1,457.05
7994830,T10611,P1165,,1,39.93
2911452,T10611,P1001,PR103,1,51.09
6589941,T10612,P1142,PR114,4,1520.52
1300623,T10612,P1137,PR116,1,279.41
2070571,T10613,P1007,PR143,4,1457.4
6005669,T10613,P1090,PR102,4,1595.68
141456,T10613,P1099,PR109,2,293.68
3237850,T10614,P1118,PR146,3,494.58
331882,T10615,P1002,PR141,2,898.24
6003241,T10615,P1194,PR122,3,1318.05
5086492,T10616,P1023,PR117,5,1638.6
8284735,T10617,P1056,PR100,2,929.04
4710311,T10617,P1092,PR134,1,172.31
3507887,T10617,P1126,PR130,5,1747.55
1861374,T10618,P1050,PR143,4,370.68
8288135,T10619,P1145,PR100,5,138.85
3250926,T10619,P1043,PR102,5,1452.85
9481480,T10620,P1189,PR102,5,2040.8
9867765,T10620,P1044,PR136,1,248.8
2137936,T10620,P1032,PR118,1,286.31
8775826,T10621,P1145,PR128,2,55.54
3218735,T10621,P1186,PR124,3,488.67
4243312,T10622,P1005,PR132,5,864.1
7615617,T10622,P1174,PR135,5,1375.4
870114,T10622,P1000,PR128,4,498.88
4597555,T10623,P1110,PR125,4,189.0
7828027,T10623,P1031,PR103,5,1652.6
729217,T10624,P1092,PR148,5,861.55
787937,T10624,P1184,PR113,2,686.18
7530647,T10625,P1107,PR149,5,1930.75
6574302,T10625,P1080,PR126,1,150.33
9593542,T10626,P1085,PR132,1,258.11
7110524,T10627,P1188,PR121,2,33.04
2759543,T10628,P1063,PR147,2,852.62
1622795,T10629,P1079,PR102,1,182.95
7246901,T10629,P1007,PR122,4,1457.4
4201174,T10630,P1151,PR120,3,745.05
3999004,T10631,P1027,PR140,4,664.28
8718701,T10632,P1013,PR122,3,255.03
7357304,T10632,P1060,PR103,1,427.24
9712909,T10633,P1160,PR120,4,1259.2
559415,T10634,P1021,PR136,1,276.62
2139696,T10635,P1080,PR142,1,150.33
919205,T10635,P1015,PR130,4,1220.72
1103778,T10636,P1156,PR120,4,1239.4
9382794,T10636,P1026,PR125,1,122.44
6739124,T10637,P1075,PR140,4,1757.2
3910971,T10638,P1158,PR134,4,109.72
177949,T10639,P1168,PR137,5,1474.8
7788137,T10639,P1116,PR123,4,1952.2
1699162,T10639,P1109,PR110,5,1566.65
7618144,T10640,P1166,PR140,1,323.0
9861872,T10640,P1132,PR128,3,1076.16
206169,T10641,P1027,PR146,1,166.07
9946985,T10642,P1182,PR102,1,14.02
2113621,T10642,P1049,PR100,5,1622.55
4299768,T10642,P1163,PR118,5,1655.25
7459559,T10643,P1107,PR145,4,1544.6
2309765,T10643,P1047,PR148,2,287.96
5228903,T10644,P1015,PR121,2,610.36
6001943,T10645,P1111,PR113,5,152.9
